Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,AL,Alabama,Macon,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,47.9,39.5,56.6,18895,1087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.692887 32.3870267),101.0
2021,AL,Alabama,Sumter,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.0,36.8,53.4,12164,1119,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-88.2000571 32.5974811),105.0
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.5,28.6,45.1,704,2282,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-140.416942 60.0174528),984.0
2021,AK,Alaska,Sitka,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.1,25.8,38.6,8407,2220,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-135.3673965 57.1932044),118.0
2021,AR,Arkansas,Clay,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,31.7,47.3,14350,5021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.4187041 36.3673021),955.0
2021,GA,Georgia,Taylor,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,44.4,36.0,53.3,7799,13269,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-84.2514261 32.5546668),1571.0
2021,AR,Arkansas,Searcy,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,30.7,47.8,7880,5129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.6958884 35.8963868),25.0
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.5,25.8,40.1,136310,6023,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-123.9261757 40.7066554),1189.0
2021,AL,Alabama,Lauderdale,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.0,30.4,46.0,94043,1077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.6509966 34.9041221),1584.0
2021,AR,Arkansas,Pulaski,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,34.7,43.6,397821,5119,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.312996 34.7703106),998.0
2021,CA,California,Sonoma,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,28.6,22.7,35.1,485887,6097,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-122.9261095 38.5251824),1339.0
2021,AR,Arkansas,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,31.6,48.4,17173,5047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.8876647 35.5085579),1020.0
2021,CA,California,Trinity,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.2,25.2,42.0,16060,6105,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-123.114666 40.6478582),1390.0
2021,AL,Alabama,Talladega,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.1,34.5,49.6,81524,1121,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-86.1759302 33.3693135),1637.0
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.2,31.3,47.5,2332,2105,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-135.884909 58.403336),109.0
2021,AR,Arkansas,Prairie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.5,28.3,44.5,8135,5117,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.5536205 34.8311162),997.0
2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.8,34.1,50.1,15147,1129,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-88.2124041 31.4085035),1641.0
2021,CA,California,Mendocino,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.4,24.4,39.2,91305,6045,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-123.4428811 39.4323876),1168.0
2021,AR,Arkansas,Grant,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.6,31.8,47.5,18090,5053,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.4229794 34.2855683),1022.0
2021,AR,Arkansas,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.1,32.5,47.8,16811,5067,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.2232051 35.5964674),18.0
2021,CA,California,Kings,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.1,28.0,42.9,153443,6031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-119.8155301 36.072478),74.0
2021,AR,Arkansas,Lawrence,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.5,30.9,46.4,16292,5075,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.1011529 36.0410983),1031.0
2021,AL,Alabama,Russell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.8,36.0,51.6,58722,1113,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.1869798 32.2898113),1634.0
2021,GA,Georgia,Upson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.1,30.6,46.5,27720,13293,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-84.2922831 32.8818367),1613.0
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.3,27.2,39.9,789410,6077,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-121.272244 37.9349815),1181.0
2021,CA,California,San Mateo,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,21.0,16.7,26.0,737888,6081,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.3715457 37.4146725),1333.0
2021,CA,California,Mono,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.6,22.6,37.7,13247,6051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-118.8751668 37.9158363),1170.0
2021,AR,Arkansas,Little River,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.6,32.4,49.7,11944,5081,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-94.2362871 33.7019411),19.0
2021,CA,California,Santa Clara,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,18.5,15.2,22.3,1885508,6085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.6895401 37.2216142),1334.0
2021,ID,Idaho,Caribou,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.6,25.8,40.0,7111,16029,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-111.5442734 42.7860724),1693.0
2021,AR,Arkansas,Calhoun,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.0,33.8,50.4,4741,5013,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.513879 33.5604604),951.0
2021,CA,California,San Benito,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.1,23.9,39.0,66677,6069,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-121.0858108 36.6116507),1178.0
2021,AR,Arkansas,White,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.9,30.5,43.5,77207,5145,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.7530339 35.2551175),1139.0
2021,CA,California,San Diego,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,23.7,20.1,27.9,3286069,6073,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-116.7761174 33.0236041),1179.0
2021,CA,California,Orange,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.4,21.4,29.7,3167809,6059,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-117.7772068 33.6756872),1174.0
2021,AZ,Arizona,Cochise,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.5,28.8,38.6,126050,4003,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-109.7751627 31.8401287),5.0
2021,CA,California,Merced,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.5,25.4,40.2,286461,6047,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-120.7228019 37.1948063),1169.0
2021,AR,Arkansas,Ouachita,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,32.8,47.4,22306,5103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.8784131 33.5911684),992.0
2021,AL,Alabama,Elmore,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.8,31.7,46.2,89304,1051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-86.1427347 32.597229),1544.0
2021,AR,Arkansas,Dallas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.0,32.1,48.5,6308,5039,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.6539989 33.9678233),1017.0
2021,AR,Arkansas,Newton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.8,32.2,48.0,7204,5101,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-93.2158984 35.9107423),991.0
2021,CA,California,Lassen,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.1,24.5,40.4,33159,6035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.6212225 40.7152866),1194.0
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.9,29.5,38.2,95593,2090,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-146.5481586 64.6760436),1673.0
2021,AR,Arkansas,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,32.4,47.7,16811,5067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.2232051 35.5964674),18.0
2021,AZ,Arizona,Greenlee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.1,24.3,38.5,9404,4011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-109.2423231 33.2388723),988.0
2021,AL,Alabama,Bullock,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,49.2,40.4,57.9,10320,1011,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-85.7172613 32.1017589),93.0
2021,CA,California,Stanislaus,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.7,28.4,42.1,552999,6099,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-121.0028311 37.5623162),1340.0
2021,AR,Arkansas,Lafayette,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.3,34.4,52.0,6163,5073,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.611514 33.2406294),1030.0
2021,GA,Georgia,Wayne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.5,31.9,47.4,30380,13305,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-81.9123763 31.5478449),1618.0
2021,AK,Alaska,Lake and Peninsula,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.3,32.4,48.2,1416,2164,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-156.4134134 58.1085067),113.0
2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.7,27.8,42.3,98228,1095,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-86.3216681 34.3095637),1590.0
2021,AL,Alabama,Pike,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.5,31.5,46.2,32991,1109,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-85.9416076 31.7986533),1633.0
2021,AL,Alabama,Bibb,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.6,32.2,47.4,22477,1007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.1271475 33.0158929),92.0
2021,CA,California,Napa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.0,21.5,35.2,136207,6055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.3259045 38.5070999),1172.0
2021,AL,Alabama,Choctaw,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.7,35.9,52.7,12533,1023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-88.2488894 31.9909539),1494.0
2021,CA,California,Santa Cruz,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,24.3,19.0,30.3,267792,6087,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-122.0077889 37.0123466),1335.0
2021,CA,California,Mendocino,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.5,24.5,39.4,91305,6045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.4428811 39.4323876),1168.0
2021,CA,California,Tulare,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.2,28.7,42.4,477054,6107,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-118.7810551 36.2288339),81.0
2021,AR,Arkansas,Cleburne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.3,30.0,44.9,25015,5023,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.0599504 35.5663146),11.0
2021,AL,Alabama,St. Clair,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.2,32.2,46.2,92748,1115,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-86.3113273 33.7194907),1635.0
2021,AR,Arkansas,Sevier,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.5,34.9,50.2,15783,5133,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2432792 33.9948773),1003.0
2021,AL,Alabama,Colbert,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.3,31.3,48.0,57474,1033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.8014569 34.703112),1498.0
2021,AR,Arkansas,Baxter,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,28.9,42.4,42144,5005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.3299488 36.2802684),10.0
2021,CA,California,El Dorado,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,28.4,22.0,35.9,193221,6017,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-120.5342245 38.7856116),1187.0
2021,AR,Arkansas,Mississippi,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.2,31.9,47.1,39661,5093,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.0522072 35.7669437),1037.0
2021,AL,Alabama,Montgomery,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.2,32.6,44.3,227434,1101,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-86.2044615 32.2028812),1593.0
2021,AZ,Arizona,Pinal,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.2,32.6,41.9,449557,4021,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-111.3663396 32.9185209),943.0
2021,CA,California,Sierra,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.0,22.4,38.0,3283,6091,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-120.5219926 39.5769252),1336.0
2021,AL,Alabama,Randolph,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.1,32.7,48.3,21989,1111,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.4640637 33.2964614),104.0
2021,AR,Arkansas,Clark,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.4,32.4,47.0,21321,5019,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-93.1762085 34.0533162),954.0
2021,AL,Alabama,DeKalb,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.0,33.6,48.9,71813,1049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.8040207 34.4609148),1543.0
2021,CA,California,Nevada,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.5,21.1,34.7,103487,6057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.7713429 39.2975082),1173.0
2021,CA,California,Tehama,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.2,26.6,42.7,65498,6103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.2322737 40.1261573),1389.0
2021,AL,Alabama,Houston,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.6,33.2,46.2,107458,1069,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-85.2964111 31.1581831),1551.0
2021,CA,California,Modoc,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.7,25.3,41.1,8661,6049,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-120.7183704 41.5929185),76.0
2021,AL,Alabama,Perry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,52.5,43.8,61.2,8355,1105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.2938269 32.6390053),1631.0
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.8,27.0,36.2,59767,2122,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-152.0526403 60.360766),110.0
2021,AR,Arkansas,Crittenden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.8,36.6,51.3,47525,5035,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-90.3051195 35.1975594),959.0
2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,34.0,50.0,15147,1129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-88.2124041 31.4085035),1641.0
2021,IL,Illinois,Union,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.7,28.4,45.3,16923,17181,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-89.2446391 37.4856521),1803.0
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.3,27.3,39.9,789410,6077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.272244 37.9349815),1181.0
2021,AL,Alabama,Escambia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.8,37.9,54.1,36699,1053,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-87.1684097 31.1222867),1545.0
2021,AZ,Arizona,Yavapai,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.9,22.8,31.1,242253,4025,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-112.5772247 34.631071),944.0
2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,31.1,47.8,32013,1059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.8428144 34.4419892),99.0
2021,CA,California,Kern,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.4,30.4,42.8,917673,6029,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-118.7295064 35.3466288),1192.0
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.6,34.0,47.6,9865,2180,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-164.1889119 64.7836858),114.0
2021,AR,Arkansas,Garland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.5,30.5,42.8,100330,5051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.1469323 34.5788522),16.0
2021,CA,California,San Bernardino,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.1,33.4,43.5,2194710,6071,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-116.1815707 34.8566615),78.0
